PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_TM,PMNTN_RISK,PMNTN_RECO
18139,478201201,문복산,,,2.34,1,70,,
18152,478201201,문복산,신원리구간,,2.35,1,70,,
3754,451300401,고봉산,보덕리구간,,2.32,1,70,,
53570,451400203,함라산둘레길,웅포면송천리-웅포면성당리구간,,2.32,1,70,,
50576,448002101,초롱산,구례리구간,,2.32,1,70,,
50579,448002101,초롱산,금당리구간,,2.33,1,70,,
31401,447101501,선야봉,건천리구간,,1.36,1,70,,
22231,448100801,백월산,대리구간,,2.32,1,70,,
22084,441506401,백운산,운암리구간,,2.34,1,70,,
20072,441506301,방아달산,봉정동구간,,2.33,1,70,,
32385,441502001,성화산,화은리구간,,2.32,1,70,,
17448,441501201,무성산,한천리구간,,2.34,1,70,,
12235,448100201,덕봉산,간양리구간,,2.32,1,70,하산시 급경사 주의,
43492,414604501,은이산,,,2.31,1,70,,
49586,437302101,철봉산,적하리구간,,2.35,1,70,,
6506,451304501,국사봉,매덕이마을회관-신안1리마을회관구간,,2.33,1,70,,
34137,472503101,식산,서곡동-거동동구간,백원산삼각정,2.34,1,70,,
46603,437450504,좌구산자연휴양림,율리구간,,2.31,1,70,,
53914,272300901,함지산,노곡동구간,,2.32,1,70,,
14647,431501501,등곡산,한수면상탄지리(월악주유소)-상탄지주의,,2.35,1,70,,
6267,431500601,구학산,구학리구간,,2.35,1,70,,
55240,271401401,환성산,,,2.33,1,70,,
28362,477301801,비봉산,봉정리구간,,2.35,1,70,,
12866,471301301,도덕산,봉계리구간,,1.38,1,70,,
51921,271401201,팔공산_비로봉,신원리구간,,2.31,1,70,,
52205,271401201,팔공산_비로봉,치산리구간,,2.32,1,70,,
41045,472803101,운달산,,,2.33,1,70,,
31395,477201101,선방산,상곡리구간,,2.31,1,70,,
4045,472800201,공덕산,대승사구간,대승사,2.33,1,70,,
40025,479202701,왕두산,석현리구간,,2.33,1,70,,
51607,427504901,태화산,흥월리구간,,2.35,1,70,,
37977,421903801,연화산투구봉,백산동구간,,1.09,1,70,,
11997,421903101,대조봉,황지동구간,,1.38,1,70,,
4906,427709601,광대산,몰운리구간,,2.34,1,70,,
51607,427504901,태화산,흥월리구간,,2.35,1,70,,
2730,282600201,계양산,목상동구간,,2.35,1,70,,
51139,416102401,칠사산,송정동구간,,1.37,1,70,,
44978,412801701,장령산,가회동 천주교 묘지 입구-쌍궁말길 81,온령군묘,2.33,1,70,,
54758,112300404,홍릉공원,청량리동구간,,2.33,1,70,,
1287,413600201,갑산,도곡리구간,,1.36,1,70,,
49513,413602301,철마산,팔야리구간,,1.93,1,70,,
47074,418303701,중원산,신점리구간,,1.92,1,70,,
42149,415003601,원적산,경사리구간,,1.09,2,70,,
37176,418302701,양자산,백자리구간,,2.35,1,70,,
11195,416703601,대렴봉,주록리구간,,2.35,1,70,,
9126,427201001,나산,,,2.35,1,70,,
25808,427203201,봉화산,,,2.31,1,70,,
37707,418202901,연인산,,,2.33,1,70,,
33037,418202601,수덕산,소법리구간,,2.31,1,70,,
26598,418202101,북배산,,,2.35,1,70,,
16594,418201401,명지산,상판리구간,,2.33,1,70,,
26594,418202101,북배산,오월리구간,,2.33,1,70,,
26598,418202101,북배산,,,2.35,1,70,,
11255,421101101,대룡산,고은리구간,,2.31,1,70,,
6031,421100401,구봉산,감정리구간,,1.36,1,70,,
14491,427601501,두타산,,,2.31,1,70,,
45044,427604101,장미산,,,2.34,1,70,,
28234,428000601,비봉산,송천리구간,,2.31,1,70,,
20156,428102201,방태산,,,2.34,1,70,,
11729,428101301,대암산,후곡리구간,,2.34,1,70,,
1905,427600201,거문산,재산리구간,,2.33,1,70,,
29943,428302001,삼형제봉,,,2.33,1,70,,
31794,428302602,설악산_대청봉,,,2.35,1,70,,
41438,479400103,울릉군숲길,남양리구간,,2.35,1,70,,
14414,469101401,두봉산,구영리구간,,2.23,1,71,,
38870,461501901,오봉산,창녕리구간,,2.36,1,71,,
17047,467901601,모후산,,,2.38,1,71,,
47330,488605302,지리산_천왕봉,,,2.37,1,71,,
39640,482401401,와룡산,,,1.12,2,71,,
17299,488202401,무량산,갈천리구간,,2.37,1,71,,
37536,487301501,여항산,주동리구간,,1.67,1,71,,
37933,488205101,연화산,,,2.37,1,71,,
2450,457100101,경각산,,,2.38,1,71,,
47675,488703101,창암산,의탄리구간,,2.37,1,71,,
14599,488602001,둔철산,외송리구간,3단폭포,1.68,1,71,,
52686,482705301,하서산,고라리구간,,2.36,1,71,,
41572,481901001,웅산,,,2.36,1,71,,
41562,481901001,웅산,양동리구간,,2.36,1,71,,
16353,483302501,매봉산,어곡동구간,,1.67,1,71,,
8229,264100101,금정산,금산리구간,,2.38,1,71,,
8229,264100101,금정산,금산리구간,,2.38,1,71,,
48632,483302101,천성산,,,2.36,1,71,,
48645,483302101,천성산,,,2.36,1,71,,
18186,317101801,문수산,천상리구간,,2.36,1,71,,
5661,472300201,구룡산,용전리구간,,1.12,1,71,,
38930,471304301,오봉산,,,2.38,1,71,,
32526,471303501,소금강산,용강동구간,,1.68,1,71,,
10574,471301101,단석산,송선리구간,,2.36,1,71,,
9544,451301101,남산,보석리-월하리구간,,2.36,1,71,,
42233,441802201,월명산,도흥리구간,,2.37,1,71,,
41268,457202301,운장산,대불리구간,,2.37,1,71,,
46193,447901801,정혜산,지천리구간,,2.37,1,71,,
39302,441507001,옥녀봉,대학리구간,,2.23,1,71,,
49043,442302701,천호산,한삼천리구간,,2.37,1,71,,
38486,441506904,오곡3555,기산리구간,,1.40,1,71,,
43496,414604501,은이산,좌항리구간,,1.40,1,71,,
55135,437600103,화양골둘레길,삼송리구간,,1.40,1,71,,
46369,437602101,조령산,원풍리구간,,1.96,1,71,,
46369,437602101,조령산,원풍리구간,,1.96,1,71,,
18285,471904201,문수산,,,2.37,1,71,,
44909,472901301,장군산,부호리구간,,1.94,1,71,,
2629,471700401,계명산,배방리구간,,2.37,1,71,,
2271,477600101,검마산,,,1.66,1,71,,
50450,479203501,청옥산,대현리구간,,2.37,1,71,,
14812,427501301,마대산,와석리구간,,1.12,1,71,,
14812,427501301,마대산,와석리구간,,1.12,1,71,,
30352,287100901,상주산,삼산명 상리-하리구간,,2.36,1,71,,
38697,414300701,오봉산,이동구간,,2.36,1,71,,
33208,113500201,수락산,상계동구간,,2.36,1,71,,
33208,113500201,수락산,상계동구간,,2.36,1,71,,
21721,418304701,백운봉,신애리구간,,2.37,1,71,,
55011,418204301,화악산,,,2.36,1,71,,
19503,418201701,민둥산,,,2.38,1,71,,
26605,418202101,북배산,,,2.38,1,71,,
26586,418202101,북배산,,,2.36,1,71,,
33327,421103101,수리봉,,,1.11,1,71,,
29734,421102701,삼악산,금선사구간,등선폭포 - 의암댐,1.68,1,71,,
37585,428307504,연내골,갈천리구간,,2.38,1,71,,
25822,428000501,봉화산,심포리구간,,2.38,1,71,,
31195,421503901,석병산,,,2.36,1,71,,
31814,428302602,설악산_대청봉,오색리구간,,1.68,1,71,,
6973,422300801,근산,근산동구간,,1.11,1,71,,
37261,292000601,어등산,운수동구간,,1.69,1,72,,
5140,481700201,광제봉,,,2.25,1,72,,
37530,487301501,여항산,주서리구간,,2.40,1,72,,
20082,481701101,방어산,원북리구간,,1.13,1,72,,
48849,481100901,천주산,무기리구간,,2.40,1,72,,
9271,457300301,남덕유산,명덕리구간,,2.39,1,72,,
9271,457300301,남덕유산,명덕리구간,,2.39,1,72,,
8801,488807501,기백산,현성산길구간,,2.39,1,72,,
55158,487403301,화왕산,교리구간,,2.39,1,72,,
18840,488807801,미녀봉,수포대길구간,,2.39,1,72,,
1364,483100301,강망산,덕포동구간,,2.40,1,72,,
44532,482503501,작약산,,,2.39,1,72,,
44543,482503501,작약산,생철리구간,,2.40,1,72,,
46120,317103701,정족산,용연리구간,,2.40,1,72,,
48341,301400601,천비산,지량리구간,,2.40,1,72,,
48341,301400601,천비산,지량리구간,,2.40,1,72,,
14612,448102704,뒷산한치고개,대곡리구간,,1.69,1,72,,
4798,411170201,광교산,,,2.39,1,72,,
14995,437300801,마성산,수북리구간,,1.41,1,72,,
47420,472503701,지장산,,,2.40,1,72,,
47420,472503701,지장산,,,2.40,1,72,,
52531,472504501,팔음산,명티리구간,,2.40,1,72,,
52531,472504501,팔음산,명티리구간,,2.40,1,72,,
2395,431105201,것대산,현암리구간,,1.97,1,72,,
38463,416702701,오갑산,뇌곡리구간,,1.69,1,72,,
23136,431301201,보련산,능암리구간,,2.39,1,72,,
10022,471100801,내연산,,,2.40,1,72,,
41388,471103301,운주산,가안리구간,,2.40,1,72,,
1260,479200301,감의산,도천리구간,,2.26,1,72,,
15890,431504501,망덕봉,상천리구간,,2.39,1,72,,
9161,287101601,낙가산,매음리구간,,2.39,1,72,,
3613,413600301,고래산,월문리구간,,1.41,1,72,,
38417,413601201,예봉산,도곡리구간,,2.39,1,72,,
1124,414800101,감악산,객현리구간,,2.40,1,72,,
25814,427203201,봉화산,장전평리구간,,1.98,1,72,,
26621,418202101,북배산,,,2.39,1,72,,
29730,421102701,삼악산,덕두원리구간,서면 덕두원리 산 174 - 삼악산 궁궐터,1.13,2,72,,
7127,427600501,금당산,대화리구간,,1.98,1,72,,
41469,479400103,울릉군숲길,나리구간,,2.40,1,72,,
6969,422300801,근산,마평동구간,,1.98,1,72,,
29271,468901301,삼문산,득암리구간,,1.42,1,73,,
3968,461101304,고하도,달동구간,,2.43,1,73,,
46627,491302804,좌보미,성읍리구간,,2.45,1,73,,
29950,491100803,삼형제샛오름,광령리구간,,2.44,1,73,,
28626,491101204,사려니숲길,교래리구간,,2.41,1,73,,
47845,467702601,천등산,주능선 삼거리-사동 저수지 위구간,,2.45,1,73,,Y
47749,468001701,천관산,옥당리구간,,2.42,1,73,,
22956,467802201,벽옥산,용호리구간,,2.42,1,73,,
14411,469101401,두봉산,구영리구간,,2.28,1,73,,
3848,468600101,고산봉,덕산리구간,,2.46,1,73,,
925,291100101,갈미봉,세량리구간,,2.45,1,73,,
925,291100101,갈미봉,세량리구간,,2.45,1,73,,
9045,467300501,까치절산,연파리구간,,2.46,1,73,,
6211,462300301,구봉화산,사곡리구간,,2.44,1,73,,
3989,467202601,곤방산,덕산리구간,,2.41,1,73,,
3991,467202601,곤방산,송정리구간,,2.43,1,73,,
38339,461303201,영취산,호명동구간,,2.28,1,73,,
25955,461501401,봉화산,만흥동구간,,1.43,1,73,,
22097,462300801,백운산,,,2.44,1,73,,
42244,488604701,월명산,중촌리구간,,2.00,1,73,,
43977,481502301,인성산,평암리구간,,2.42,1,73,,
18046,481100103,무학산둘레길,예곡동구간,,2.46,1,73,,
54337,451800104,호남정맥,내장상동(다천암)-산내면(하운암마을),,2.30,1,73,,
52635,451903801,풍악산,신계리구간,,2.44,1,73,,
16857,451103301,모악산,계곡리구간,,2.42,1,73,,
51859,457403001,팔공산,송천리구간,,2.41,1,73,,
38363,457403501,영태산,학선리구간,,2.42,1,73,급경사가 약간 있음,
15022,457200901,마이산,,,2.44,1,73,,
7082,457400104,금남호남정맥,신암리구간,,2.42,1,73,,
30217,451902301,상산,,,2.41,1,73,,
25908,457401201,봉화산,,,2.43,1,73,,
45357,457402601,장안산_상봉,지지리구간,,2.44,1,73,,
56681,488703501,황석산,하원리구간,,2.45,1,73,,
35411,488803101,아홉산,동변리구간,,2.45,1,73,,
29453,488802701,삼봉산,개명리구간,,2.43,1,73,,
17494,488701401,무이산,당본리구간,,2.45,1,73,,
13486,478400701,독용산,,,2.46,1,73,,
31065,487205204,서재골,신반리구간,,2.44,1,73,,
14400,488807701,두무산,수포대길구간,,2.45,1,73,,
28431,277101501,비슬산,유가사구간,유가사-도통바위-대견봉(비슬산 정상)-대견사터-비슬산자연휴양림,2.44,1,73,,
31505,483103501,선자산,구천리구간,,1.14,2,73,,
11007,483101301,대금산,,,1.42,1,73,,
10280,483101001,노자산,부춘리구간,,2.30,1,73,,
56624,482504801,황새봉,고모리구간,,1.72,1,73,,
48860,481100901,천주산,외감리구간,,1.73,1,73,,
41557,481901001,웅산,,,2.46,1,73,,
34718,482502701,신어산,,,2.43,1,73,,
52360,482706401,팔봉산,남산리구간,,1.43,1,73,,
49018,483302201,천태산,용당리구간,,2.41,1,73,,
45594,482704101,재약산,,,2.44,1,73,,
48728,478203001,천왕산,,,2.46,1,73,,
50753,277103301,최정산,우록리구간,,2.44,1,73,,
48728,478203001,천왕산,,,2.46,1,73,,
50753,277103301,최정산,우록리구간,,2.44,1,73,,
40448,472901504,용산산성,용성면 곡신리구간,,2.42,1,73,,
31489,478201801,선의산,원리구간,,1.44,1,73,,
38160,451302601,영병산,오곡리구간,,2.44,1,73,,
28635,472301601,사룡산,,,2.44,1,73,,
30466,312000501,새바지산,어물동구간,,2.43,1,73,,
16196,451302101,망해산,부곡리구간,,2.42,1,73,,
40693,451400301,용화산,원수리구간,,1.72,1,73,,
6498,441504901,국사봉,봉갑리구간,,1.42,1,73,,
1309,302000101,갑하산,갑동구간,,1.14,2,73,,
471,447302604,가재산금병산수양산줄기,축산리구간,,2.42,1,73,,
35067,448301101,아미산,,,2.44,1,73,,
31057,448101301,서원산,옥계리구간,,2.46,1,73,,
30993,415501901,서운산,,,2.42,1,73,,
4774,411170201,광교산,하광교동구간,,2.42,1,73,,
34552,301102001,신성봉,비룡동구간,,2.44,1,73,,
48157,437403401,천만산,산막리구간,,2.41,1,73,,
40454,437402901,용소봉,아암리구간,,2.41,1,73,,
31909,447101601,성봉,십이폭포입구구간,십이폭포,2.44,1,73,,
19862,457302401,박석산,하대리구간,,2.46,1,73,,
19862,457302401,박석산,하대리구간,,2.46,1,73,,
47588,301102804,질현성,대덕구 비래동산-절고개구간,절고개,2.44,1,73,,
46874,472803901,주흘산,상초리구간,,2.43,1,73,,
39255,472802701,오정산,별암리구간,,2.43,1,73,,
10264,472500901,노악산,북장리구간,,2.42,1,73,,
54240,437202801,형제봉,만수리구간,,2.46,1,73,,
54240,437202801,형제봉,만수리구간,,2.46,1,73,,
5689,437202204,구룡산산림욕장,쌍암리구간,,2.44,1,73,,
30006,416701801,삿갓봉,간매리구간,,2.43,1,73,,
1146,421303001,감악산,황둔리구간,,2.43,1,73,,
22070,431502201,백운산,,,1.70,1,73,,
47093,431303601,지등산,조동리구간,,2.46,1,73,,
22070,431502201,백운산,,,1.70,1,73,,
21806,471905301,백운봉,구미역남쪽입구구간,,2.42,1,73,급경사 1개소(할딱고개) 있으니 주의 필요함,
28550,471102001,비학산,탑정리구간,,2.44,1,73,,
37241,471104801,양학산,용흥동구간,,2.46,1,73,,
52579,477601601,포도산,포산리구간,,2.46,1,73,,
46812,477502301,주왕산,,,2.46,1,73,,
41039,472803101,운달산,,,2.43,1,73,,
10012,471100801,내연산,,,2.46,1,73,,
790,479204704,각화사,석현리구간,,2.44,1,73,,
13923,431501301,동산,학현리구간,,1.14,2,73,,
14773,287100601,마니산,,,1.43,1,73,,
4790,411170201,광교산,,,2.43,1,73,,
50935,418203901,축령산,,,2.46,1,73,,
48107,413602201,천마산,,,2.42,1,73,,
46689,416503101,주금산,,,2.41,1,73,,
46576,418000901,종자산,중리구간,,2.41,1,73,,
32356,418304901,성지봉,유현파출소-정상구간,,2.41,1,73,,
27972,418202201,불기산,두밀리구간,,2.01,1,73,,
11202,416703601,대렴봉,하호리구간,,2.45,1,73,,
16584,427800701,명성산,산정리구간,산안고개-명성산 정상,2.41,1,73,,
32356,418304901,성지봉,유현파출소-정상구간,,2.41,1,73,,
39250,427205201,오음산,창봉리구간,,2.41,1,73,,
36794,427204701,약수봉,속초리구간,,2.46,1,73,,
31954,427207004,성수리,성수리구간,,2.01,1,73,,
16584,427800701,명성산,산정리구간,산안고개-명성산 정상,2.41,1,73,,
37736,418202901,연인산,,,2.43,1,73,,
32368,427207501,성치산,부사원리-능평리구간,,2.46,1,73,,
30424,421102901,새덕산,방하리구간,,2.46,1,73,,
30020,421102801,삿갓봉,서상리구간,,2.46,1,73,,
2311,421100201,검봉산,백양리구간,,1.99,1,73,,
43620,427205601,응봉산,화촌면 장평리구간,,2.45,1,73,,
22995,427708501,병방산,귤암리구간,,2.42,1,73,,
3887,427200301,고양산,수하리구간,,2.42,1,73,,
30533,421503701,새봉,횡계리구간,,2.30,1,73,,
16249,421700301,매봉산,남양리구간,,1.15,1,73,,
14973,428201201,마산,용대리구간,,2.46,1,73,,
41473,479400103,울릉군숲길,천부리구간,,2.41,1,73,,
50648,467802404,초암산수남,수남리구간,,1.45,1,74,,
28788,488806901,사별산,춘전리구간,,2.03,1,74,,
56626,482504801,황새봉,양동리구간,,2.03,1,74,,
51690,483302301,토곡산,원리구간,,1.16,1,74,,
1899,267100301,거문산,웅천리구간,,2.03,1,74,,
47550,441802701,진당산,마강리구간,,2.32,1,74,,
51573,416102501,태화산,금어리구간,,2.03,1,74,,
19445,482203101,미륵산,주포리구간,,1.16,1,74,,
51903,271401201,팔공산_비로봉,신무동구간,,1.16,1,74,,
40793,477602201,우렁산,신원리구간,,1.74,1,74,,
32768,421105601,소주봉,가정리구간,,1.74,1,74,,
47654,427902501,창안산,명월리구간,,1.74,1,74,,
46437,491102704,족은바리메,족은바리메소독악구간,,2.51,1,75,,
43883,491108404,이승악,신례리구간,,2.47,1,75,,
28999,491301601,산방산,사계리구간,,1.17,1,75,,
46837,467801601,주월산,수남리구간,,1.17,1,75,,
42195,291701901,원효봉,금곡동구간,,2.06,1,75,,
22377,461301401,백호산,백야리구간,,2.49,1,75,,
941,462300201,갈미봉,도사리구간,,2.48,1,75,,
47311,488605302,지리산_천왕봉,,,2.52,1,75,,
39639,482401401,와룡산,,,2.48,1,75,,
5137,481700201,광제봉,외율리구간,,2.07,1,75,,
48858,481100901,천주산,구성리구간,,2.48,1,75,,
21133,483102701,백암산,사곡리구간,,1.18,2,75,,
54329,451800104,호남정맥,내장상동(다천암)-산내면(하운암마을),,2.48,1,75,,
49059,451903601,천황산,신파리구간,,2.52,1,75,,
41824,457102601,원등산,신원리구간,밤재~절벽바위~정상,2.47,1,75,,
25915,457401201,봉화산,의지리구간,,2.52,1,75,,
11098,457202801,대덕산,구룡리구간,,2.50,1,75,,
25911,457401201,봉화산,송평리구간,,2.36,1,75,,
25915,457401201,봉화산,의지리구간,,2.52,1,75,,
47306,488605302,지리산_천왕봉,,,2.47,1,75,,
47318,488605302,지리산_천왕봉,,,2.33,1,75,,
41723,488604601,웅석봉,내리구간,,2.49,1,75,,
9269,457300301,남덕유산,,,2.52,1,75,,
9269,457300301,남덕유산,,,2.52,1,75,,
1914,487204901,거북산,마쌍리구간,,2.50,1,75,,
56488,488906401,황매산,법평리구간,만암~상중,2.52,1,75,,
24186,488802201,보해산,거기길구간,,2.50,1,75,,
22190,488701601,백운산,,,2.47,1,75,,
8820,488807501,기백산,서덕지길구간,,2.05,1,75,,
15943,483106401,망산,저구리구간,,2.07,1,75,,
6551,483106101,국사봉,죽토리구간,,2.06,1,75,,
29122,272000201,산성산,,,1.48,1,75,,
45157,481102104,장복산마진터널,양곡동구간,,2.48,1,75,,
41654,481901001,웅산,,,2.48,1,75,,
5394,261400101,구덕산,,,2.47,1,75,,
55065,482705801,화악산,,,2.50,1,75,,
38002,483301201,염수봉,선리구간,,2.47,1,75,,
16346,483302501,매봉산,,,2.49,1,75,,
16384,483302501,매봉산,어곡동구간,,2.52,1,75,,
1795,267100301,거문산,웅천리구간,,2.49,1,75,,
9857,317100701,남암산,대복리구간,,2.47,1,75,,
7661,472901401,금성산,상원리구간,,2.50,1,75,,
50773,277103301,최정산,,,2.49,1,75,,
7661,472901401,금성산,상원리구간,,2.50,1,75,,
50773,277103301,최정산,,,2.49,1,75,,
9675,478200601,남산,상리구간,,2.48,1,75,,
30824,457101301,서방산,정산부-오도재구간,,1.76,1,75,,
24226,457203201,복두봉,봉학리구간,,2.49,1,75,,
32337,441801201,성주산,성주리구간,,1.17,1,75,,
28756,441501801,사마산,용봉리구간,,2.51,1,75,,
10260,442300601,노성산,가곡리구간,,2.51,1,75,,
9106,447300501,꾀꼬리봉,박산리구간,,2.48,1,75,,
6489,441500801,국사봉,,,2.50,1,75,,
6489,441500801,국사봉,,,2.50,1,75,,
12241,448100201,덕봉산,간양리구간,,2.49,1,75,하산시 급경사 주의,
5002,442000401,광덕산,강당리구간,,1.46,1,75,,
17291,437401301,무량산,영동읍동정리-영동읍회동리-설계리구,,2.49,1,75,야생동물(멧돼지 가끔 무리지어 나타남),
19599,437401401,민주지산,,,2.48,1,75,,
3682,301100301,고봉산,주산동철탑-주산동구간,,2.49,1,75,숲길과 암벽의 경사가 가파르고 거칠어 미끄럼 주의,
19599,437401401,민주지산,,,2.48,1,75,,
44512,472803401,작약산,이안면구미리구간,,2.52,1,75,,
17157,472505301,묘봉미남봉,화북면운흥리(묘봉두부마을)~묘봉~용?,,2.47,1,75,,
55138,437600103,화양골둘레길,삼송리구간,,2.52,1,75,,
17157,472505301,묘봉미남봉,화북면운흥리(묘봉두부마을)~묘봉~용무,,2.47,1,75,,
55138,437600103,화양골둘레길,삼송리구간,,2.52,1,75,,
46364,437602101,조령산,원풍리구간,,2.47,1,75,,
23088,437601001,보광산,수암리구간,,2.50,1,75,,
18851,431101801,미동산,미원리구간,,2.49,1,75,,
16539,272300401,명봉산,낙산리구간,,2.50,1,75,,
16539,272300401,명봉산,낙산리구간,,2.50,1,75,,
38461,416702701,오갑산,관한리구간,,2.49,1,75,,
20460,431504601,백곡산,모산동구간,,1.18,1,75,,
37283,471304001,어림산,,,2.48,1,75,,
51878,271401201,팔공산_비로봉,,,2.50,1,75,,
51878,271401201,팔공산_비로봉,,,2.50,1,75,,
50480,477302701,청화산,조성리구간,,2.49,1,75,,
56822,471705601,황학산,금곡리구간,,2.51,1,75,,
50482,477302701,청화산,,,2.52,1,75,,
37748,477502101,연점산,,,2.50,1,75,,
13795,477701201,동대산,양성리구간,,1.46,1,75,,
40023,479202701,왕두산,고선리구간,,2.52,1,75,,
18289,479201301,문수산,축서사구간,축서사 - 문수산 - 축서사,2.47,1,75,,
5604,427505101,구룡산,,,1.48,1,75,,
15900,431504501,망덕봉,학현리구간,,2.51,1,75,,
13932,431501301,동산,,,2.47,1,75,,
27180,113050202,북한산_백운대,,,2.52,1,75,,
51135,416102401,칠사산,지월리구간,,2.51,1,75,,
43869,411300304,이배재고개,갈현동구간,,2.48,1,75,부분적 암석 노출,
53421,412800104,한북정맥,도봉동구간,,1.75,1,75,,
53421,412800104,한북정맥,도봉동구간,,1.75,1,75,,
32689,412500201,소요산,상봉암동구간,,2.50,1,75,,
23094,418201801,보납산,개곡리구간,,2.06,1,75,,
46621,421104401,좌방산,한덕리구간,,2.51,1,75,,
19494,418201701,민둥산,,,2.50,1,75,,
23094,418201801,보납산,개곡리구간,,2.06,1,75,,
26587,418202101,북배산,,,2.47,1,75,,
11257,421101101,대룡산,,,2.49,1,75,,
6032,421100401,구봉산,감정리구간,,2.52,1,75,,
42845,428106504,월학쉼터,,,2.52,1,75,,
41049,427302401,운무산,,,2.52,1,75,,
20145,428102201,방태산,,,2.52,1,75,,
11731,428101301,대암산,,,2.49,1,75,,
29944,428302001,삼형제봉,,,2.49,1,75,,
46939,422305004,준경묘주변산,,,2.50,1,75,,
12972,427702301,도름산,임계리구간,,2.52,1,75,,
9224,427709904,낙천리,낙천리구간,,2.51,1,75,,
857,428203504,간성수성샘터산림욕장,,,2.48,1,75,,
829,427700301,각희산,화암리구간,,2.49,1,75,,
41461,479400103,울릉군숲길,태하리구간,,2.47,1,75,,
32553,428203804,소똥령,진부리구간,,2.53,1,76,,
48304,467801801,천봉산,봉갑리구간,,2.54,1,76,,
39062,467301201,오산,회룡리구간,,2.53,1,76,,
16888,452100701,모악산,중인동구간,,2.54,1,76,,
38164,451302601,영병산,어은리구간,,2.54,1,76,,
46091,488605101,정수산,내수리구간,,2.54,1,76,,
35423,488803101,아홉산,취우령-넘터구간,,2.53,1,76,,
29160,487202501,산성산,벽계리구간,,2.53,1,76,,
9240,482700801,낙화산,,,2.54,1,76,,
49194,267101601,철마산,웅천리구간,,2.09,1,76,,
39078,441801701,오서산,성연리구간,,2.53,1,76,,
22596,447901101,법산,사점리구간,,2.09,1,76,,
28572,302000901,빈계산,온천리구간,,2.54,1,76,,
28572,302000901,빈계산,온천리구간,,2.54,1,76,,
19592,437401401,민주지산,조동리구간,,2.53,1,76,,
33559,472504801,수선산,,,1.19,1,76,,
10161,301102401,노고산,직동찬샘정-직동아랫피골(찬샘마을),,2.54,1,76,"경사가 가파른 곳이 다수 산재되어 있고, 간벌후 잡목이 등산로 상에 방치 되어있음",
51202,431304601,탄항산,,,2.53,1,76,,
51202,431304601,탄항산,,,2.53,1,76,,
50478,477302701,청화산,,,2.53,1,76,,
230,478500101,가산,,,2.53,1,76,,
16335,472804601,매봉산,내지리구간,,1.19,1,76,,
9158,287101601,낙가산,매음리-삼산리구간,삼산농협,2.54,1,76,,
20920,416101601,백마산,쌍령동구간,,1.78,1,76,,
2252,414500201,검단산,배알미동구간,,2.53,1,76,,
12965,416300501,도락산,,,2.53,1,76,,
37169,418302701,양자산,,,1.79,1,76,,
1379,418200201,강씨봉,,,2.54,1,76,,
26590,418202101,북배산,덕두원리구간,,2.54,1,76,,
40661,427901901,용화산,고성리구간,사북면 고성리 하얀집 - 고탄령,2.54,1,76,,
31820,428302602,설악산_대청봉,,,2.53,1,76,,
46832,467801601,주월산,수남리구간,,1.80,1,77,,
46831,467702501,주월산,옥하리구간,,2.57,1,77,,
44249,467801201,일림산,용반리구간,,2.56,1,77,,
10202,468102904,노릿재,월남리구간,,2.57,1,77,,
9574,461500501,남산,인제동구간,,1.51,1,77,,
28140,462300901,불암산,신원리구간,,2.57,1,77,,
47190,488605302,지리산_천왕봉,,,2.56,1,77,,
47255,488605302,지리산_천왕봉,신대리구간,,1.80,1,77,,
4120,467102101,과녁바위산,월계리구간,,1.81,1,77,,
13323,488703701,도숭산,,,2.56,1,77,,
46086,488605101,정수산,율현리구간,,1.80,1,77,,
35415,488803101,아홉산,구산길구간,,2.56,1,77,,
7260,265000101,금련산,대연동구간,,1.51,1,77,,
48549,483302101,천성산,주남동구간,,1.80,1,77,,
48625,483302101,천성산,,,2.56,1,77,,
48654,483302101,천성산,,,2.55,1,77,,
48661,483302101,천성산,,,2.56,1,77,,
22308,472900901,백자산,,,2.57,1,77,,
602,317100101,가지산,,,2.55,1,77,,
40484,271400901,용암산,둔산동구간,,2.55,1,77,,
53573,451400203,함라산둘레길,웅포면송천리-웅포면성당리구간,,2.55,1,77,,
43884,441507301,이인133봉,이인리구간,,2.55,1,77,,
38487,441506904,오곡3555,기산리구간,,1.51,1,77,,
7308,302000301,금병산,,,2.56,1,77,,
31828,442002101,설화산,외암리구간,,1.21,1,77,,
25471,448102504,봉수산숲길,탑곡리구간,,2.57,1,77,,
42866,441302501,위례산,납안리구간,,2.57,1,77,,
1957,414600201,건지산,해월리구간,,2.40,1,77,,
6072,457200201,구봉산,,,2.57,1,77,,
34145,301101201,식장산,,,2.56,1,77,,
34145,301101201,식장산,,,2.56,1,77,,
56800,437403701,황학산,어촌리구간,,2.57,1,77,,
34839,302301104,신탄진정수장산림공원,평촌동구간,,2.56,1,77,,
56800,437403701,황학산,어촌리구간,,2.57,1,77,,
7770,471900101,금오산,인평리구간,,2.55,1,77,,
4586,478503701,관호산,평복리구간,,2.55,1,77,,
14643,431501501,등곡산,한수면탄지리중치재(버스정류장)-한주의,,2.57,1,77,,
43648,479202901,응봉산,고감리구간,,2.42,1,77,,
18299,421903201,문암산,금천동구간,,1.50,1,77,,
12970,438002801,도락산,벌천리구간,,1.20,2,77,,
